Idade,Sexo,Peso,Altura,Tipo sanguineo,Gosto Musical,Pratica Esporte,Jogo preferido,Forca,Velocidade,Inteligencia
53,F,68.0,1.84,B-,Pagode,Nada,Assassin's Creed,22.0,19.0,55.0
69,F,65.1,1.84,AB-,Hip-Hop/Rap,Nada,World of Warcraft,58.5,53.5,85.5
27,F,58.0,1.85,O+,Rock,Luta,Minecraft,88.5,72.0,76.5
58,M,67.9,1.83,B+,Hip-Hop/Rap,Luta,The Witcher,62.5,32.0,71.5
26,M,75.2,1.91,A-,Funk,Volei,Minecraft,84.5,76.0,83.5
67,M,77.8,1.72,AB-,Eletronica,Nada,Valorant,30.0,26.0,87.0
73,M,65.7,1.76,B+,Sertanejo,Nada,Outro - pouco relevante,42.0,31.0,73.5
12,M,43.2,1.62,B-,Pagode,Futebol,World of Warcraft,62.5,60.0,59.5
55,F,72.7,1.77,A+,Pagode,eSports,Rocket League,28.5,18.5,90.0
44,M,80.0,1.73,O+,Funk,Luta,Minecraft,88.5,54.5,75.0
26,M,81.5,1.95,AB-,Pagode,Volei,Valorant,79.5,72.0,89.5
38,F,56.2,1.76,B+,Funk,Futebol,The Witcher,63.5,59.5,77.5
43,F,64.0,1.71,AB-,Rock,Nada,Valorant,40.5,44.0,69.5
47,F,70.4,1.8,B+,Pagode,Futebol,Dota,61.5,69.0,83.0
68,M,73.3,1.94,AB+,Demais generos estranhos,Nada,Rocket League,56.5,38.0,84.0
28,M,83.4,1.94,O+,Funk,eSports,Counter-Strike,62.5,58.5,80.5
57,F,62.4,1.72,AB+,Sertanejo,Futebol,Dota,52.5,52.0,79.5
14,F,57.5,1.58,O-,Funk,Basquete,FIFA,75.0,71.0,69.0
76,F,62.7,1.8,B+,Pop,Nada,Counter-Strike,42.0,32.5,85.0
70,M,84.0,1.91,B-,Sertanejo,Nada,Dota,48.5,65.5,66.0
18,F,62.0,1.81,B-,Hip-Hop/Rap,Nada,Assassin's Creed,50.0,57.0,69.0
78,F,59.4,1.74,B+,Eletronica,Nada,Outro - pouco relevante,15.0,11.5,53.5
76,M,83.1,1.78,A-,Demais generos estranhos,Nada,Outro - pouco relevante,53.0,47.5,72.5
57,F,59.6,1.84,A+,Hip-Hop/Rap,Luta,Assassin's Creed,61.5,42.5,75.5
28,F,65.5,1.74,O+,Demais generos estranhos,Luta,Fortnite,96.0,69.0,77.5
23,M,74.6,1.87,A+,Pagode,Volei,Outro - pouco relevante,89.0,78.0,84.5
60,F,56.5,1.8,B-,Metal,Futebol,League of Legends,43.5,55.5,76.5
44,F,69.3,1.73,B-,Hip-Hop/Rap,Atletismo,Rocket League,65.5,79.0,71.0
57,F,55.8,1.7,B-,Hip-Hop/Rap,Futebol,Counter-Strike,47.5,54.5,70.5
52,F,56.7,1.8,O-,Sertanejo,Volei,FIFA,50.0,34.0,88.0
64,F,57.7,1.72,AB+,Rock,Volei,Fortnite,50.0,35.5,83.0
76,M,75.3,1.75,AB+,Funk,Nada,Valorant,43.5,32.5,80.5
59,M,77.6,1.75,A-,Eletronica,Volei,Minecraft,50.5,40.5,84.0
50,M,72.6,1.89,AB-,Demais generos estranhos,eSports,Dota,55.5,43.5,98.0
36,F,72.8,1.8,A+,Eletronica,Nada,Dota,40.0,38.0,64.0
35,M,72.6,1.87,AB+,Hip-Hop/Rap,Volei,League of Legends,68.5,63.5,94.0
32,M,80.1,1.82,O-,Sertanejo,Futebol,Valorant,61.0,72.0,80.0
65,M,78.2,1.83,B-,Eletronica,Atletismo,Counter-Strike,52.0,65.5,61.0
13,F,60.4,1.56,O-,Sertanejo,Futebol,Rocket League,59.5,68.0,62.0
15,M,70.6,1.69,O-,Sertanejo,Nada,Counter-Strike,46.5,52.0,49.5
25,F,67.4,1.74,AB+,Metal,Volei,Outro - pouco relevante,89.5,76.5,89.0
56,M,81.0,1.86,A-,Demais generos estranhos,eSports,The Witcher,27.0,27.5,87.5
52,F,56.8,1.71,A+,Sertanejo,Nada,League of Legends,27.5,24.0,58.0
71,M,80.6,1.91,O+,Pagode,Nada,League of Legends,54.0,25.5,65.5
35,M,73.2,1.72,AB+,Hip-Hop/Rap,Luta,Valorant,79.0,55.5,75.5
55,F,66.0,1.73,B+,Hip-Hop/Rap,Luta,Valorant,61.0,37.5,69.5
52,M,80.1,1.79,A-,Eletronica,Futebol,Outro - pouco relevante,50.5,47.0,66.5
77,F,67.6,1.74,B-,Sertanejo,Nada,Minecraft,51.5,44.5,76.5
39,F,68.0,1.76,A-,Pop,Volei,League of Legends,66.5,60.0,95.0
24,M,74.9,1.87,B+,Sertanejo,Futebol,Rocket League,85.0,89.5,73.5
30,M,83.7,1.95,O-,Metal,Atletismo,World of Warcraft,84.0,100,70.5
56,M,80.5,1.89,O+,Hip-Hop/Rap,Nada,World of Warcraft,27.0,19.5,55.5
22,F,56.4,1.7,AB-,Metal,Basquete,Valorant,89.5,93.0,87.5
70,F,71.5,1.75,A+,Hip-Hop/Rap,Nada,Counter-Strike,60.0,37.0,73.5
60,F,66.1,1.81,A+,Eletronica,Futebol,Counter-Strike,47.5,48.0,75.0
37,F,63.3,1.84,AB-,Pop,Nada,Fortnite,39.0,50.5,63.0
70,M,70.2,1.72,A-,Hip-Hop/Rap,Nada,Assassin's Creed,51.5,63.5,58.5
66,F,56.1,1.72,AB-,Demais generos estranhos,Nada,Outro - pouco relevante,53.0,45.0,69.0
67,M,71.0,1.85,O-,Funk,Nada,The Witcher,64.0,34.0,69.0
71,F,63.7,1.81,A-,Eletronica,Nada,Minecraft,47.5,37.0,78.0
67,M,80.2,1.71,AB+,Sertanejo,Nada,The Witcher,47.5,59.5,62.5
73,F,61.4,1.7,AB+,Rock,Nada,Minecraft,53.5,55.5,64.5
68,F,71.5,1.77,AB+,Sertanejo,Nada,FIFA,50.5,52.5,71.5
66,F,65.9,1.78,B-,Sertanejo,Nada,Fortnite,46.0,37.0,83.0
45,M,73.6,1.75,A-,Pagode,eSports,Dota,43.0,42.5,90.5
54,M,65.0,1.93,O+,Pop,Nada,The Witcher,28.0,23.0,56.5
29,F,72.2,1.73,A+,Funk,Nada,Minecraft,65.0,61.5,53.5
58,M,66.5,1.8,O-,Sertanejo,Futebol,The Witcher,46.0,48.5,67.0
55,F,56.8,1.85,O-,Eletronica,Volei,World of Warcraft,45.5,38.5,90.0
12,M,42.3,1.64,O-,Pop,Nada,Dota,41.5,33.5,45.5
70,M,81.9,1.7,O+,Rock,Nada,Counter-Strike,56.0,40.0,83.0
25,M,71.7,1.91,O-,Funk,eSports,Outro - pouco relevante,63.0,55.0,91.0
52,F,72.2,1.72,B+,Demais generos estranhos,Luta,League of Legends,59.0,35.0,71.0
23,M,82.4,1.76,B-,Funk,Nada,The Witcher,62.0,54.5,59.5
74,M,73.4,1.86,A+,Rock,Nada,Fortnite,18.5,9.0,45.5
14,F,43.0,1.52,B+,Metal,Volei,Counter-Strike,62.0,61.0,76.5
66,M,80.7,1.91,B+,Funk,Nada,FIFA,63.5,50.0,85.0
58,F,69.9,1.78,O-,Rock,Atletismo,World of Warcraft,47.5,64.0,71.5
33,M,82.7,1.74,O-,Metal,Volei,Outro - pouco relevante,66.0,56.0,89.5
45,F,66.6,1.84,B-,Hip-Hop/Rap,Luta,The Witcher,74.5,58.0,74.5
74,F,67.8,1.81,A-,Pop,Nada,Minecraft,16.5,18.5,82.5
61,M,72.1,1.89,O-,Funk,Nada,Valorant,20.5,24.0,55.5
25,F,59.2,1.79,B+,Sertanejo,Luta,Counter-Strike,93.0,78.0,78.5
76,M,80.4,1.79,AB+,Hip-Hop/Rap,Nada,Fortnite,16.0,14.0,48.0
13,F,57.4,1.53,AB-,Funk,Atletismo,Counter-Strike,77.0,74.5,58.5
54,M,68.1,1.91,AB-,Sertanejo,eSports,Assassin's Creed,25.0,25.5,91.5
67,F,65.9,1.76,A-,Rock,Nada,The Witcher,33.0,22.5,94.0
72,F,62.2,1.79,B-,Pagode,Nada,Counter-Strike,54.5,41.5,79.0
57,M,83.0,1.75,AB-,Rock,Basquete,Dota,61.5,57.0,83.5
74,F,59.3,1.77,B+,Hip-Hop/Rap,Nada,Rocket League,45.0,55.5,61.5
23,M,76.0,1.81,A-,Hip-Hop/Rap,Atletismo,Fortnite,85.5,100,62.5
20,M,80.3,1.92,AB-,Pop,Futebol,Dota,79.0,86.0,73.5
22,F,70.6,1.82,AB-,Rock,Futebol,FIFA,79.5,79.5,79.0
62,F,67.8,1.84,AB+,Eletronica,Luta,Minecraft,62.5,32.0,74.5
16,F,60.7,1.6,O-,Demais generos estranhos,Volei,World of Warcraft,67.5,62.5,80.0
28,F,56.5,1.83,B+,Funk,Basquete,Valorant,90.5,92.5,85.0
75,M,69.7,1.86,O+,Sertanejo,Nada,Valorant,54.0,56.0,63.0
61,M,71.7,1.82,O-,Eletronica,Nada,Outro - pouco relevante,31.5,23.5,55.0
59,F,56.5,1.73,B+,Pop,Atletismo,Assassin's Creed,55.0,62.5,64.5
65,F,61.6,1.73,A+,Pagode,Volei,Rocket League,51.5,34.5,87.5
23,F,62.2,1.81,B-,Metal,Atletismo,Outro - pouco relevante,80.0,93.0,71.0
14,M,47.7,1.56,B-,Eletronica,Luta,Minecraft,73.5,51.0,53.0
57,M,78.9,1.81,B-,Funk,Volei,Counter-Strike,50.0,40.5,86.0
19,F,66.8,1.74,A-,Funk,Luta,Dota,96.5,71.0,76.0
46,M,75.5,1.83,O+,Sertanejo,Atletismo,Minecraft,74.5,82.5,75.0
76,F,56.0,1.73,AB-,Funk,Nada,Assassin's Creed,35.5,39.5,67.0
39,F,61.5,1.84,A+,Sertanejo,Volei,FIFA,68.5,58.0,92.5
26,M,73.2,1.77,O+,Pop,Basquete,Rocket League,97.0,87.5,81.0
64,F,69.5,1.72,O+,Metal,Nada,The Witcher,18.5,19.0,55.5
45,M,65.3,1.81,A+,Demais generos estranhos,Basquete,The Witcher,83.0,75.5,87.0
30,F,72.5,1.82,O-,Pop,Nada,Outro - pouco relevante,49.5,53.5,61.5
50,F,71.3,1.7,A+,Eletronica,Nada,World of Warcraft,38.0,38.0,59.5
20,F,68.6,1.85,A+,Hip-Hop/Rap,Volei,Fortnite,84.0,68.5,92.0
16,F,52.4,1.6,A+,Funk,Luta,Assassin's Creed,83.0,65.0,66.5
40,M,70.7,1.71,A-,Hip-Hop/Rap,Basquete,Outro - pouco relevante,77.5,75.5,91.0
35,M,79.9,1.75,B-,Hip-Hop/Rap,Atletismo,Dota,75.5,83.5,81.0
63,F,71.3,1.74,O-,Funk,Futebol,Counter-Strike,46.5,44.5,72.0
15,M,71.0,1.66,AB-,Demais generos estranhos,Volei,Assassin's Creed,72.0,74.0,76.5
72,F,55.2,1.7,B-,Metal,Nada,Fortnite,39.0,27.5,81.0
36,F,70.4,1.78,O+,Eletronica,Luta,Valorant,74.5,57.0,77.5
42,F,64.2,1.71,A-,Sertanejo,eSports,Fortnite,41.0,47.5,90.5
16,M,61.9,1.67,B-,Metal,Basquete,Dota,88.0,77.5,80.0
38,M,77.3,1.82,O+,Metal,eSports,Rocket League,45.0,42.0,100
54,M,82.9,1.7,AB-,Funk,eSports,Rocket League,29.0,24.5,89.5
14,F,42.4,1.58,AB-,Metal,Luta,The Witcher,76.0,50.0,53.0
20,M,73.7,1.77,O+,Sertanejo,Atletismo,Counter-Strike,87.0,100,68.5
17,M,54.5,1.61,B-,Eletronica,Nada,Rocket League,44.5,50.0,50.0
68,M,72.3,1.75,AB-,Funk,Nada,Outro - pouco relevante,50.0,39.0,82.0
18,M,66.0,1.72,AB-,Metal,Atletismo,League of Legends,80.0,98.0,71.0
66,F,58.3,1.82,A-,Pagode,Nada,Assassin's Creed,61.0,37.5,74.0
12,F,50.7,1.53,A+,Pagode,Futebol,World of Warcraft,62.0,68.0,66.0
12,F,49.7,1.58,O-,Eletronica,eSports,Dota,51.0,39.5,77.5
37,M,72.3,1.92,A-,Rock,Luta,The Witcher,81.5,65.0,79.0
15,M,75.8,1.72,O+,Pagode,eSports,Outro - pouco relevante,52.0,50.5,78.5
35,F,59.7,1.85,B+,Hip-Hop/Rap,Nada,Rocket League,42.5,39.5,65.0
65,M,81.1,1.88,AB+,Pop,Futebol,Fortnite,54.0,48.5,73.5
67,F,70.3,1.82,A+,Funk,Nada,Outro - pouco relevante,64.5,35.5,68.5
45,F,72.0,1.81,B-,Eletronica,Volei,Assassin's Creed,64.5,61.0,91.0
56,F,64.5,1.78,O+,Hip-Hop/Rap,Atletismo,Minecraft,57.0,63.0,67.5
69,M,80.6,1.72,B-,Demais generos estranhos,Nada,Counter-Strike,61.0,52.5,81.5
37,F,57.9,1.76,A-,Sertanejo,Luta,Outro - pouco relevante,75.0,58.5,78.0
45,M,70.2,1.91,AB-,Rock,Futebol,Fortnite,71.0,73.0,72.5
20,F,60.1,1.8,O+,Hip-Hop/Rap,Volei,FIFA,77.5,73.5,86.5
56,M,77.0,1.74,A+,Demais generos estranhos,Luta,Fortnite,62.5,35.0,70.0
36,M,81.3,1.84,AB+,Hip-Hop/Rap,Volei,Counter-Strike,75.5,62.5,93.0
34,F,56.0,1.72,A-,Pop,Futebol,Assassin's Creed,64.5,65.0,79.0
30,F,62.5,1.84,AB-,Eletronica,Atletismo,FIFA,83.5,98.5,77.0
37,F,59.4,1.71,O+,Hip-Hop/Rap,Volei,FIFA,65.5,57.5,93.5
61,F,68.9,1.7,AB+,Pagode,eSports,Valorant,23.0,23.0,90.0
24,M,69.1,1.78,A+,Funk,Volei,Fortnite,89.0,77.0,90.0
63,F,63.6,1.7,O+,Rock,Luta,The Witcher,63.0,34.0,74.5
15,F,54.9,1.69,O-,Eletronica,Nada,Counter-Strike,50.0,48.5,57.5
21,M,66.8,1.82,B+,Metal,Futebol,Assassin's Creed,86.5,77.0,70.0
46,F,62.6,1.78,A+,Eletronica,Luta,World of Warcraft,72.0,60.0,79.0
35,F,72.1,1.81,O+,Funk,Futebol,The Witcher,69.5,75.5,73.5
22,F,69.4,1.79,AB-,Eletronica,Futebol,Valorant,73.5,78.0,78.0
38,F,56.5,1.74,O-,Sertanejo,Luta,Fortnite,75.5,56.5,76.5
74,F,57.3,1.84,A+,Hip-Hop/Rap,Nada,Counter-Strike,55.0,32.5,65.0
41,M,66.4,1.87,B+,Pagode,Nada,Assassin's Creed,43.5,35.5,67.0
25,M,72.0,1.85,A-,Hip-Hop/Rap,Volei,League of Legends,82.0,73.0,95.0
75,M,75.5,1.94,AB-,Funk,Nada,League of Legends,44.0,58.0,63.0
15,M,72.6,1.69,AB+,Pagode,Volei,The Witcher,82.0,67.0,77.5
55,M,67.3,1.81,AB+,Hip-Hop/Rap,eSports,Fortnite,25.5,23.5,91.5
12,M,47.9,1.51,A+,Sertanejo,Volei,League of Legends,70.5,53.5,75.5
74,M,68.5,1.87,B+,Hip-Hop/Rap,Nada,Dota,41.5,35.0,82.5
18,F,71.8,1.7,AB-,Funk,Basquete,Fortnite,89.0,82.5,92.0
80,M,73.3,1.92,A-,Pagode,Nada,Rocket League,42.5,39.5,64.0
52,M,82.0,1.88,O-,Demais generos estranhos,eSports,Outro - pouco relevante,33.0,22.0,84.0
77,F,71.9,1.83,O-,Funk,Nada,Valorant,53.0,45.0,79.5
19,F,60.1,1.79,O+,Eletronica,Basquete,The Witcher,91.5,84.0,90.0
70,F,62.1,1.78,B-,Pagode,Nada,Valorant,62.5,37.5,74.5
66,M,66.7,1.79,O-,Pop,Nada,Minecraft,28.5,17.0,53.5
49,M,81.5,1.82,A+,Hip-Hop/Rap,Luta,Fortnite,76.5,56.0,75.5
74,M,82.1,1.93,AB-,Hip-Hop/Rap,Nada,World of Warcraft,50.0,52.5,61.0
16,M,63.6,1.78,A+,Eletronica,Atletismo,Rocket League,76.0,83.5,61.5
60,F,66.8,1.73,B+,Metal,eSports,Valorant,29.0,25.5,91.5
78,F,70.2,1.81,O+,Demais generos estranhos,Nada,Counter-Strike,22.0,15.0,84.0
19,M,81.2,1.81,A-,Eletronica,eSports,Assassin's Creed,61.0,66.0,91.0
24,M,69.5,1.81,B-,Metal,Atletismo,Outro - pouco relevante,86.0,96.5,64.5
75,M,76.2,1.74,O-,Metal,Nada,The Witcher,52.5,41.0,76.0
15,M,73.3,1.7,A-,Eletronica,Basquete,Rocket League,93.0,75.5,75.0
41,M,80.4,1.91,A+,Pop,Basquete,Minecraft,79.0,76.0,89.5
72,F,59.0,1.72,O-,Eletronica,Nada,Valorant,42.5,45.0,71.0
39,F,65.4,1.75,O-,Sertanejo,Basquete,FIFA,78.5,73.0,87.5
57,F,68.2,1.77,B-,Sertanejo,Futebol,Counter-Strike,49.5,55.0,71.0
49,M,72.3,1.91,O+,Pop,Luta,Rocket League,87.0,54.5,84.0
28,M,83.7,1.77,AB+,Demais generos estranhos,Volei,Assassin's Creed,81.0,74.0,88.5
43,F,57.1,1.82,B+,Eletronica,Atletismo,Assassin's Creed,71.0,84.5,77.0
28,M,71.1,1.85,AB+,Hip-Hop/Rap,Futebol,Minecraft,90.0,88.5,72.5
52,M,67.5,1.92,O+,Demais generos estranhos,Futebol,League of Legends,53.5,58.5,76.0
43,M,80.3,1.9,A+,Rock,Volei,Outro - pouco relevante,72.0,59.0,87.5
71,F,63.7,1.77,B+,Funk,Nada,Outro - pouco relevante,35.5,39.0,70.5
64,F,56.8,1.82,B-,Eletronica,Volei,World of Warcraft,48.5,35.5,89.0
45,F,56.9,1.76,AB+,Sertanejo,Futebol,Assassin's Creed,61.0,71.5,80.0
38,F,71.4,1.72,A+,Demais generos estranhos,eSports,Fortnite,45.0,50.0,100
37,M,68.2,1.93,B+,Funk,Atletismo,FIFA,67.0,80.5,68.5
77,F,59.4,1.79,A+,Rock,Nada,The Witcher,39.5,44.0,64.5
71,M,67.2,1.76,O+,Pagode,Nada,Rocket League,19.0,13.0,86.5
75,F,59.2,1.8,AB+,Funk,Nada,Dota,13.0,13.5,57.0
62,M,75.0,1.92,AB+,Pagode,Basquete,Outro - pouco relevante,62.5,50.5,78.5
22,F,58.2,1.75,A+,Rock,Nada,Rocket League,47.5,54.0,61.5
60,F,65.2,1.73,O-,Demais generos estranhos,Nada,Fortnite,21.0,21.5,57.0
47,F,56.2,1.73,B+,Rock,Volei,Fortnite,68.5,68.0,91.5
19,M,84.1,1.81,O+,Metal,Atletismo,The Witcher,89.5,96.0,63.5
50,M,76.3,1.84,AB+,Demais generos estranhos,Futebol,Rocket League,70.5,68.0,80.0
16,F,53.5,1.68,B-,Hip-Hop/Rap,Nada,Rocket League,40.0,45.5,55.5
73,F,62.8,1.81,A-,Pop,Nada,Minecraft,11.5,13.0,55.0
39,M,65.2,1.92,O-,Pagode,Basquete,Minecraft,76.0,78.5,92.5
14,F,58.5,1.52,AB+,Funk,Futebol,Minecraft,62.0,68.5,54.0
24,F,62.8,1.74,O+,Pagode,Basquete,Rocket League,81.5,83.5,92.0
27,M,79.4,1.7,O+,Pop,Basquete,League of Legends,93.0,86.5,85.0
59,M,65.7,1.81,O+,Rock,Basquete,Counter-Strike,57.5,56.5,78.0
33,F,64.2,1.8,A+,Metal,eSports,Assassin's Creed,42.5,41.5,91.0
58,M,66.5,1.72,AB+,Pagode,Luta,Rocket League,62.5,39.0,65.0
60,M,66.5,1.9,B+,Pagode,Nada,League of Legends,27.5,20.0,57.0
19,M,76.2,1.75,A-,Funk,eSports,League of Legends,62.0,60.0,81.0
76,F,63.7,1.76,B-,Pop,Nada,Rocket League,54.0,46.0,76.0
13,M,45.6,1.55,O-,Sertanejo,Futebol,Valorant,61.5,64.0,58.5
34,M,76.5,1.89,AB+,Hip-Hop/Rap,Volei,World of Warcraft,71.0,58.5,95.0
59,M,80.1,1.74,AB+,Hip-Hop/Rap,Luta,Rocket League,65.5,40.0,67.5
28,F,65.9,1.81,A-,Pop,Volei,Minecraft,88.5,72.0,92.0
59,F,69.3,1.83,A-,Metal,Luta,Counter-Strike,58.5,38.0,74.0
74,M,70.1,1.76,O+,Hip-Hop/Rap,Nada,FIFA,45.5,53.0,57.5
21,M,69.4,1.88,A+,Hip-Hop/Rap,Luta,FIFA,97.5,72.0,69.0
79,M,80.8,1.94,A-,Eletronica,Nada,World of Warcraft,40.5,31.5,78.5
19,M,76.7,1.9,O+,Pop,eSports,Minecraft,67.0,51.0,90.0
56,M,68.3,1.92,AB-,Metal,Atletismo,League of Legends,59.0,66.0,69.5
42,F,54.9,1.82,AB-,Pop,Futebol,Outro - pouco relevante,62.5,72.0,79.5
80,M,66.6,1.85,B-,Eletronica,Nada,League of Legends,45.5,57.0,68.0
26,M,78.0,1.9,AB+,Metal,Atletismo,League of Legends,90.5,96.0,68.0
58,F,59.0,1.78,O+,Metal,Nada,Counter-Strike,28.5,20.0,58.0
54,F,55.8,1.74,A-,Sertanejo,Volei,Counter-Strike,48.0,44.5,88.0
20,M,81.9,1.8,B-,Demais generos estranhos,Futebol,Outro - pouco relevante,83.5,90.0,69.0
47,F,63.1,1.75,B-,Pagode,Futebol,Counter-Strike,71.5,72.5,79.5
21,F,68.3,1.79,AB-,Pop,Basquete,Counter-Strike,90.0,90.0,91.5
75,F,71.9,1.73,AB-,Rock,Nada,Valorant,17.0,17.0,57.0
30,F,56.4,1.71,B-,Pop,Futebol,Counter-Strike,75.5,84.0,74.0
75,F,55.1,1.78,B-,Sertanejo,Nada,Rocket League,41.0,31.0,77.5
30,F,60.1,1.83,B-,Metal,Basquete,Assassin's Creed,93.0,83.5,83.0
72,F,58.3,1.76,B+,Pop,Nada,Dota,53.0,47.0,81.0
25,F,61.9,1.74,O+,Funk,Volei,FIFA,77.5,76.0,91.0
66,M,69.8,1.86,AB+,Hip-Hop/Rap,Nada,FIFA,61.0,40.0,71.0
17,M,65.2,1.78,B+,Rock,Luta,Assassin's Creed,89.5,66.0,65.0
19,F,60.9,1.7,B-,Funk,Nada,Valorant,60.5,51.5,74.5
69,F,67.9,1.73,B+,Rock,Nada,Fortnite,45.5,45.5,74.5
74,M,80.3,1.81,AB-,Hip-Hop/Rap,Nada,Counter-Strike,17.5,14.5,54.5
55,F,61.0,1.8,A-,Funk,Futebol,The Witcher,45.0,53.5,69.5
57,F,72.5,1.75,AB-,Demais generos estranhos,Basquete,Counter-Strike,61.5,57.0,88.5
49,F,67.5,1.82,O+,Funk,Luta,Minecraft,73.5,52.0,84.5
67,M,81.8,1.87,AB-,Eletronica,Nada,Fortnite,60.5,61.5,59.0
73,F,68.2,1.76,A-,Eletronica,Nada,Counter-Strike,40.0,30.0,82.5
39,M,72.9,1.7,O+,Pagode,Basquete,Counter-Strike,80.0,65.5,94.5
70,F,55.4,1.74,AB+,Sertanejo,Nada,The Witcher,23.5,21.0,90.5
15,F,59.1,1.67,B-,Metal,Futebol,Minecraft,66.0,75.5,65.0
51,M,67.3,1.79,AB-,Metal,Nada,Fortnite,30.5,24.5,55.5
38,F,72.0,1.76,O+,Rock,eSports,Counter-Strike,40.5,49.0,100
56,M,68.4,1.88,O+,Metal,Volei,League of Legends,53.0,42.5,82.5
77,M,78.5,1.93,A+,Funk,Nada,League of Legends,14.0,15.5,81.5
72,F,55.8,1.74,A-,Rock,Nada,Minecraft,48.0,45.0,78.5
41,F,60.0,1.84,B-,Hip-Hop/Rap,Basquete,Assassin's Creed,78.0,69.0,91.0
60,M,83.8,1.77,A+,Metal,Luta,Dota,61.5,32.5,77.0
17,F,63.0,1.62,B-,Rock,Atletismo,Rocket League,76.0,85.5,57.5
54,M,75.9,1.95,B+,Metal,eSports,World of Warcraft,29.0,18.5,85.5
17,F,66.0,1.68,B-,Metal,Volei,World of Warcraft,69.0,66.0,84.5
24,F,63.7,1.79,O+,Metal,eSports,FIFA,60.5,59.0,88.0
35,F,67.7,1.79,O-,Funk,Futebol,Valorant,64.5,67.0,80.0
73,M,77.9,1.78,AB+,Funk,Nada,World of Warcraft,17.0,12.0,80.5
16,M,58.7,1.77,A-,Rock,eSports,Counter-Strike,50.5,48.0,78.0
16,M,56.7,1.68,AB-,Funk,Luta,FIFA,87.0,60.0,69.0
14,M,41.7,1.64,A+,Sertanejo,Basquete,The Witcher,75.5,69.5,70.0
73,M,73.8,1.84,B+,Metal,Nada,FIFA,20.0,12.0,53.0
77,F,69.1,1.82,AB+,Metal,Nada,Assassin's Creed,54.0,27.5,65.0
13,M,43.2,1.54,A-,Pagode,eSports,Assassin's Creed,40.5,36.5,69.0
78,M,70.0,1.7,A+,Pop,Nada,World of Warcraft,44.5,24.5,81.5
28,M,72.4,1.93,A+,Rock,Futebol,Rocket League,78.0,84.5,70.5
37,M,83.7,1.91,B+,Metal,Nada,Valorant,46.5,38.0,62.0
53,F,69.7,1.84,AB+,Pop,Basquete,Rocket League,61.0,48.5,84.0
33,F,54.8,1.78,AB+,Hip-Hop/Rap,Futebol,The Witcher,59.5,65.5,74.5
55,M,81.8,1.85,AB-,Pop,Atletismo,Assassin's Creed,59.5,65.0,67.5
41,F,67.0,1.8,A-,Pagode,Atletismo,League of Legends,74.0,85.5,73.5
47,M,69.6,1.87,B+,Demais generos estranhos,Basquete,Dota,84.0,76.5,93.0
78,M,74.4,1.88,AB-,Pagode,Nada,Minecraft,43.0,53.0,55.0
28,F,67.4,1.8,O+,Hip-Hop/Rap,Nada,Counter-Strike,59.0,63.5,72.5
15,M,65.6,1.8,O+,Rock,eSports,Outro - pouco relevante,53.0,56.5,81.5
34,M,78.9,1.73,B-,Metal,Nada,Fortnite,47.5,42.5,62.5
16,M,71.5,1.65,O+,Eletronica,eSports,Counter-Strike,46.5,47.5,85.0
52,F,62.6,1.76,O+,Funk,Futebol,Assassin's Creed,51.5,50.0,72.5
42,F,72.7,1.76,B+,Pop,Volei,Fortnite,65.0,57.0,92.0
19,M,74.5,1.82,AB-,Sertanejo,Basquete,Assassin's Creed,91.5,91.5,83.0
39,M,78.4,1.87,B-,Funk,Luta,Assassin's Creed,79.0,60.5,74.5
41,F,71.0,1.81,AB-,Pagode,Luta,Outro - pouco relevante,74.5,51.5,82.0
67,F,63.6,1.8,A+,Demais generos estranhos,Nada,Valorant,60.5,48.5,85.5
37,F,66.7,1.81,A+,Pop,Volei,Fortnite,66.0,56.5,94.5
73,M,80.4,1.73,O+,Eletronica,Nada,Valorant,52.5,42.0,78.0
47,F,55.7,1.83,O-,Rock,Nada,Rocket League,35.0,35.5,65.5
53,F,70.0,1.83,AB-,Metal,Basquete,Rocket League,59.5,52.5,80.5
39,M,77.4,1.71,O-,Sertanejo,Volei,League of Legends,69.5,56.0,96.5
12,M,45.7,1.56,AB-,Pop,Nada,World of Warcraft,39.5,31.0,48.5
17,F,60.4,1.69,O+,Pagode,eSports,Rocket League,44.0,46.0,80.0
52,F,57.5,1.77,O+,Eletronica,Basquete,Valorant,58.0,50.5,83.5
68,F,57.1,1.81,B+,Hip-Hop/Rap,Nada,Valorant,23.5,16.5,62.5
55,F,70.8,1.8,A+,Sertanejo,Volei,Minecraft,51.0,41.0,84.5
42,F,70.0,1.71,B-,Sertanejo,Basquete,The Witcher,72.5,73.0,87.5
35,M,79.4,1.86,AB-,Funk,Luta,Assassin's Creed,80.0,52.0,72.5
34,M,66.4,1.7,O-,Funk,eSports,The Witcher,43.5,55.0,100
74,M,77.6,1.91,O-,Demais generos estranhos,Nada,Outro - pouco relevante,39.5,55.0,54.0
78,F,71.9,1.7,AB-,Pagode,Nada,FIFA,23.0,15.0,77.5
63,F,57.4,1.71,O+,Demais generos estranhos,Futebol,FIFA,45.5,51.0,70.0
32,F,62.6,1.83,B-,Hip-Hop/Rap,Futebol,Minecraft,62.5,75.0,80.0
16,F,62.7,1.72,B+,Pop,Luta,The Witcher,89.0,57.5,66.5
58,F,62.4,1.78,A+,Pop,Luta,Valorant,63.5,40.0,74.0
16,F,54.3,1.63,AB-,Rock,Volei,Dota,69.5,60.0,88.0
